study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB12449	SAMEA3879596	ERS1066730	ERX1365454	ERR1293882	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293882/ERR1293882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293882/ERR1293882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293882/ERR1293882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293882/ERR1293882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-4-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-4-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-4-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-4-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293882	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293882		
PRJEB12449	SAMEA3879596	ERS1066730	ERX1365455	ERR1293883	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293883/ERR1293883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293883/ERR1293883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293883/ERR1293883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293883/ERR1293883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293883	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293883		
PRJEB12449	SAMEA3879596	ERS1066730	ERX1365456	ERR1293884	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293884/ERR1293884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293884/ERR1293884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293884/ERR1293884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293884/ERR1293884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-2-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-2-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-2-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-2-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293884	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293884		
PRJEB12449	SAMEA3879596	ERS1066730	ERX1365457	ERR1293885	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293885/ERR1293885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293885/ERR1293885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293885/ERR1293885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293885/ERR1293885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-3-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-3-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-3-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81194191ST-27-0-0_14s001709-3-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293885	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293885		
PRJEB12449	SAMEA3879597	ERS1066731	ERX1365458	ERR1293886	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293886/ERR1293886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293886/ERR1293886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293886/ERR1293886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293886/ERR1293886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293886	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293886		
PRJEB12449	SAMEA3879597	ERS1066731	ERX1365459	ERR1293887	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293887/ERR1293887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293887/ERR1293887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293887/ERR1293887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293887/ERR1293887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-3-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-3-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-3-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-3-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293887	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293887		
PRJEB12449	SAMEA3879597	ERS1066731	ERX1365460	ERR1293888	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293888/ERR1293888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293888/ERR1293888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293888/ERR1293888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293888/ERR1293888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293888	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293888		
PRJEB12449	SAMEA3879597	ERS1066731	ERX1365461	ERR1293889	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293889/ERR1293889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293889/ERR1293889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293889/ERR1293889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293889/ERR1293889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-4-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-4-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-4-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS81671217ST-27-0-0_14s001810-4-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293889	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293889		
PRJEB12449	SAMEA3879598	ERS1066732	ERX1365462	ERR1293890	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293890/ERR1293890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293890/ERR1293890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293890/ERR1293890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293890/ERR1293890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-2-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-2-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-2-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-2-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293890	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293890		
PRJEB12449	SAMEA3879598	ERS1066732	ERX1365463	ERR1293891	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293891/ERR1293891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293891/ERR1293891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293891/ERR1293891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293891/ERR1293891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-1-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-1-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-1-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-1-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293891	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293891		
PRJEB12449	SAMEA3879598	ERS1066732	ERX1365464	ERR1293892	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293892/ERR1293892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293892/ERR1293892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293892/ERR1293892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293892/ERR1293892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-3-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-3-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-3-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-3-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293892	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293892		
PRJEB12449	SAMEA3879598	ERS1066732	ERX1365465	ERR1293893	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293893/ERR1293893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293893/ERR1293893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293893/ERR1293893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293893/ERR1293893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-4-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-4-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-4-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS39415781ST-27-0-0_14s001826-4-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293893	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293893		
PRJEB12449	SAMEA3879599	ERS1066733	ERX1365466	ERR1293894	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293894/ERR1293894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293894/ERR1293894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293894/ERR1293894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293894/ERR1293894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293894	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293894		
PRJEB12449	SAMEA3879599	ERS1066733	ERX1365467	ERR1293895	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293895/ERR1293895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293895/ERR1293895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293895/ERR1293895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293895/ERR1293895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-4-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-4-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-4-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-4-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293895	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293895		
PRJEB12449	SAMEA3879599	ERS1066733	ERX1365468	ERR1293896	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293896/ERR1293896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293896/ERR1293896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293896/ERR1293896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293896/ERR1293896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-2-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-2-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-2-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-2-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293896	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293896		
PRJEB12449	SAMEA3879599	ERS1066733	ERX1365469	ERR1293897	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293897/ERR1293897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293897/ERR1293897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293897/ERR1293897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293897/ERR1293897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-3-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-3-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-3-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS42780924ST-27-0-0_14s001459-3-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293897	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293897		
PRJEB12449	SAMEA3879600	ERS1066734	ERX1365470	ERR1293898	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293898/ERR1293898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293898/ERR1293898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293898/ERR1293898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293898/ERR1293898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-2-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-2-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-2-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-2-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293898	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293898		
PRJEB12449	SAMEA3879600	ERS1066734	ERX1365471	ERR1293899	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293899/ERR1293899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293899/ERR1293899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293899/ERR1293899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293899/ERR1293899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293899	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293899		
PRJEB12449	SAMEA3879600	ERS1066734	ERX1365472	ERR1293900	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293900/ERR1293900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293900/ERR1293900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293900/ERR1293900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293900/ERR1293900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-4-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-4-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-4-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS95277876ST-27-0-0_14s001714-4-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293900	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293900		
